Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Product ID,Product Name,Sales,Shipping Days,Order Year,Category_Furniture,Category_Office Supplies,Category_Technology,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Sub-Category_Accessories,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
4143,US-2015-107699,2015-05-19,2015-05-23,JH-15820,John Huston,United States,Midland,Michigan,48640.0,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,-0.2766414837910854,0.022221783235419408,2015,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,CA-2018-112725,2018-01-30,2018-02-06,EH-14125,Eugene Hildebrand,United States,San Francisco,California,94110.0,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",-0.34794467709566756,1.736973560456756,2018,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,CA-2018-112725,2018-01-30,2018-02-06,EH-14125,Eugene Hildebrand,United States,San Francisco,California,94110.0,OFF-AR-10001227,Newell 338,-0.3542004630794179,1.736973560456756,2018,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,CA-2018-112725,2018-01-30,2018-02-06,EH-14125,Eugene Hildebrand,United States,San Francisco,California,94110.0,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,-0.17552117178232193,1.736973560456756,2018,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4147,CA-2016-136196,2016-11-28,2016-12-04,TP-21415,Tom Prescott,United States,Freeport,New York,11520.0,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",0.14653371246173622,1.1653896347163104,2016,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4148,CA-2018-106068,2018-10-23,2018-10-28,RB-19330,Randy Bradley,United States,Austin,Texas,78745.0,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",-0.35269715940679214,0.5938057089758649,2018,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,CA-2018-106068,2018-10-23,2018-10-28,RB-19330,Randy Bradley,United States,Austin,Texas,78745.0,OFF-ST-10004507,Advantus Rolling Storage Box,-0.34638073059973,0.5938057089758649,2018,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4150,CA-2018-106068,2018-10-23,2018-10-28,RB-19330,Randy Bradley,United States,Austin,Texas,78745.0,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,-0.2801843013635153,0.5938057089758649,2018,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,CA-2018-106068,2018-10-23,2018-10-28,RB-19330,Randy Bradley,United States,Austin,Texas,78745.0,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",0.045269772713550066,0.5938057089758649,2018,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4152,CA-2018-100160,2018-09-07,2018-09-11,CB-12025,Cassandra Brandow,United States,Philadelphia,Pennsylvania,19134.0,OFF-LA-10002475,Avery 519,-0.32161292486814724,0.022221783235419408,2018,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4153,CA-2018-100160,2018-09-07,2018-09-11,CB-12025,Cassandra Brandow,United States,Philadelphia,Pennsylvania,19134.0,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",-0.3434571081705896,0.022221783235419408,2018,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4154,CA-2018-100160,2018-09-07,2018-09-11,CB-12025,Cassandra Brandow,United States,Philadelphia,Pennsylvania,19134.0,OFF-EN-10001509,Poly String Tie Envelopes,-0.3604626325182536,0.022221783235419408,2018,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4155,CA-2017-139689,2017-12-29,2018-01-03,MP-17965,Michael Paige,United States,Bristol,Tennessee,37620.0,OFF-BI-10004781,GBC Wire Binding Strips,-0.30749272221911095,0.5938057089758649,2017,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,CA-2017-139689,2017-12-29,2018-01-03,MP-17965,Michael Paige,United States,Bristol,Tennessee,37620.0,OFF-BI-10000145,Zipper Ring Binder Pockets,-0.3637947960728634,0.5938057089758649,2017,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,CA-2016-101091,2016-12-05,2016-12-09,SW-20245,Scot Wooten,United States,Philadelphia,Pennsylvania,19140.0,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,-0.2917000543376842,0.022221783235419408,2016,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,CA-2016-101091,2016-12-05,2016-12-09,SW-20245,Scot Wooten,United States,Philadelphia,Pennsylvania,19140.0,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",-0.3266813882060021,0.022221783235419408,2016,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,CA-2015-126907,2015-11-01,2015-11-08,SM-20950,Suzanne McNair,United States,Chicago,Illinois,60610.0,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,-0.34322730378751304,1.736973560456756,2015,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4160,US-2017-164588,2017-04-16,2017-04-23,AP-10915,Arthur Prichep,United States,Columbus,Georgia,31907.0,OFF-AR-10003056,Newell 341,-0.3477850907185311,1.736973560456756,2017,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,CA-2018-115546,2018-05-14,2018-05-18,AH-10465,Amy Hunt,United States,New York City,New York,10035.0,TEC-PH-10002834,Google Nexus 5,0.4934425790810309,0.022221783235419408,2018,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4162,CA-2018-115546,2018-05-14,2018-05-18,AH-10465,Amy Hunt,United States,New York City,New York,10035.0,OFF-ST-10002214,X-Rack File for Hanging Folders,-0.33224137758543726,0.022221783235419408,2018,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4163,CA-2016-163587,2016-03-14,2016-03-18,EP-13915,Emily Phan,United States,Dover,New Hampshire,3820.0,OFF-LA-10004484,Avery 476,-0.34191231203990835,0.022221783235419408,2016,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4164,CA-2016-163587,2016-03-14,2016-03-18,EP-13915,Emily Phan,United States,Dover,New Hampshire,3820.0,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,0.7040487209880524,0.022221783235419408,2016,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,US-2018-106131,2018-01-14,2018-01-16,TP-21565,Tracy Poddar,United States,Aurora,Colorado,80013.0,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,-0.09847286890082622,-1.1209460682454717,2018,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,US-2018-106131,2018-01-14,2018-01-16,TP-21565,Tracy Poddar,United States,Aurora,Colorado,80013.0,OFF-ST-10003638,Mobile Personal File Cube,-0.09917504896022676,-1.1209460682454717,2018,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4167,CA-2016-160213,2016-03-08,2016-03-13,AR-10825,Anthony Rawles,United States,Long Beach,New York,11561.0,OFF-PA-10003848,Xerox 1997,-0.337252389827523,0.5938057089758649,2016,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4168,CA-2015-157924,2015-10-11,2015-10-13,HA-14920,Helen Andreada,United States,Pasadena,California,91104.0,OFF-ST-10002352,Iris Project Case,-0.31733600996088945,-1.1209460682454717,2015,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4169,CA-2015-157924,2015-10-11,2015-10-13,HA-14920,Helen Andreada,United States,Pasadena,California,91104.0,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,0.3236394820802664,-1.1209460682454717,2015,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4170,CA-2016-100216,2016-04-13,2016-04-14,HJ-14875,Heather Jas,United States,Mesa,Arizona,85204.0,OFF-PA-10000788,Xerox 210,-0.31863823479832315,-1.6925299939859173,2016,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4171,CA-2016-100216,2016-04-13,2016-04-14,HJ-14875,Heather Jas,United States,Mesa,Arizona,85204.0,OFF-PA-10002968,Xerox 1973,-0.28079711305171945,-1.6925299939859173,2016,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4172,CA-2018-100601,2018-11-16,2018-11-20,JK-15370,Jay Kimmel,United States,Fresno,California,93727.0,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,-0.29030207767396865,0.022221783235419408,2018,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4173,CA-2017-152163,2017-07-01,2017-07-01,JF-15355,Jay Fein,United States,Columbia,South Carolina,29203.0,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",-0.3456147159894749,-2.2641139197263627,2017,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,CA-2017-152163,2017-07-01,2017-07-01,JF-15355,Jay Fein,United States,Columbia,South Carolina,29203.0,OFF-PA-10000788,Xerox 210,-0.34759358706596727,-2.2641139197263627,2017,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4175,CA-2017-152163,2017-07-01,2017-07-01,JF-15355,Jay Fein,United States,Columbia,South Carolina,29203.0,OFF-BI-10003364,Binding Machine Supplies,-0.2751732891214297,-2.2641139197263627,2017,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,CA-2016-154340,2016-11-29,2016-11-30,EK-13795,Eileen Kiefer,United States,Santa Ana,California,92704.0,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",-0.27842885121501404,-1.6925299939859173,2016,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,CA-2015-128846,2015-04-07,2015-04-12,RS-19765,Roland Schwarz,United States,Columbia,South Carolina,29203.0,TEC-PH-10003273,AT&T TR1909W,0.6370384012284416,0.5938057089758649,2015,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4178,CA-2015-128846,2015-04-07,2015-04-12,RS-19765,Roland Schwarz,United States,Columbia,South Carolina,29203.0,OFF-PA-10000100,Xerox 1945,-0.17203261357811836,0.5938057089758649,2015,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4179,CA-2017-148593,2017-06-16,2017-06-18,BD-11320,Bill Donatelli,United States,Los Angeles,California,90045.0,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",-0.2943076957400944,-1.1209460682454717,2017,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4180,US-2018-119039,2018-03-06,2018-03-10,BF-11170,Ben Ferrer,United States,San Francisco,California,94109.0,OFF-BI-10004182,Economy Binders,-0.3443763257028957,0.022221783235419408,2018,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,CA-2018-128426,2018-10-07,2018-10-11,JK-15730,Joe Kamberova,United States,Houston,Texas,77036.0,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,-0.3615095191522689,0.022221783235419408,2018,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,US-2018-136868,2018-10-06,2018-10-12,CR-12820,Cyra Reiten,United States,New York City,New York,10035.0,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,0.14233659074304664,1.1653896347163104,2018,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,US-2018-136868,2018-10-06,2018-10-12,CR-12820,Cyra Reiten,United States,New York City,New York,10035.0,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",-0.3410824628787987,1.1653896347163104,2018,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4184,US-2018-136868,2018-10-06,2018-10-12,CR-12820,Cyra Reiten,United States,New York City,New York,10035.0,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,0.1821533918386001,1.1653896347163104,2018,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4185,CA-2017-143749,2017-12-05,2017-12-07,AG-10300,Aleksandra Gannaway,United States,Franklin,Massachusetts,2038.0,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,-0.23751090411721884,-1.1209460682454717,2017,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4186,CA-2017-111493,2017-10-21,2017-10-22,CM-12160,Charles McCrossin,United States,Baltimore,Maryland,21215.0,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,-0.2116259937456807,-1.6925299939859173,2017,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,CA-2018-112536,2018-05-18,2018-05-23,SG-20890,Susan Gilcrest,United States,Mcallen,Texas,78501.0,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-0.3573060139784939,0.5938057089758649,2018,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,CA-2018-112536,2018-05-18,2018-05-23,SG-20890,Susan Gilcrest,United States,Mcallen,Texas,78501.0,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",-0.3650906374552117,0.5938057089758649,2018,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,CA-2018-112536,2018-05-18,2018-05-23,SG-20890,Susan Gilcrest,United States,Mcallen,Texas,78501.0,OFF-ST-10004835,Plastic Stacking Crates & Casters,-0.35402810979211047,0.5938057089758649,2018,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4190,CA-2017-157714,2017-09-26,2017-10-01,CS-12175,Charles Sheldon,United States,Iowa City,Iowa,52240.0,OFF-PA-10004022,Hammermill Color Copier Paper (28Lb. and 96 Bright),-0.35233330246692096,0.5938057089758649,2017,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4191,CA-2018-166709,2018-11-17,2018-11-22,HL-15040,Hunter Lopez,United States,Newark,Delaware,19711.0,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,16.3882457418751,0.5938057089758649,2018,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4192,CA-2016-129392,2016-07-08,2016-07-08,DM-13015,Darrin Martin,United States,Houston,Texas,77070.0,OFF-PA-10004248,Xerox 1990,-0.33457133869162997,-2.2641139197263627,2016,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4193,CA-2016-150875,2016-11-16,2016-11-20,HK-14890,Heather Kirkland,United States,Boise,Idaho,83704.0,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,0.7431154661110642,0.022221783235419408,2016,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4194,CA-2016-150875,2016-11-16,2016-11-20,HK-14890,Heather Kirkland,United States,Boise,Idaho,83704.0,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,0.11810499523864254,0.022221783235419408,2016,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4195,CA-2016-154200,2016-06-18,2016-06-22,BG-11740,Bruce Geld,United States,San Diego,California,92105.0,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",-0.2853229827073102,0.022221783235419408,2016,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,CA-2017-124233,2017-04-08,2017-04-14,CK-12595,Clytie Kelty,United States,Los Angeles,California,90032.0,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",-0.32885814639014377,1.1653896347163104,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4197,US-2016-134271,2016-04-18,2016-04-23,RF-19735,Roland Fjeld,United States,New York City,New York,10024.0,OFF-LA-10004093,Avery 486,-0.33327868903682445,0.5938057089758649,2016,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4198,US-2017-161683,2017-12-03,2017-12-08,CJ-12010,Caroline Jumper,United States,Philadelphia,Pennsylvania,19134.0,OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,0.2617965692123351,0.5938057089758649,2017,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,US-2017-161683,2017-12-03,2017-12-08,CJ-12010,Caroline Jumper,United States,Philadelphia,Pennsylvania,19134.0,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",-0.33924402781418633,0.5938057089758649,2017,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,CA-2016-143105,2016-12-10,2016-12-10,MA-17560,Matt Abelman,United States,New York City,New York,10024.0,OFF-LA-10004093,Avery 486,-0.3566102173741788,-2.2641139197263627,2016,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4201,CA-2016-143105,2016-12-10,2016-12-10,MA-17560,Matt Abelman,United States,New York City,New York,10024.0,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,0.9083895017286953,-2.2641139197263627,2016,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4202,CA-2016-143105,2016-12-10,2016-12-10,MA-17560,Matt Abelman,United States,New York City,New York,10024.0,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",-0.3023987250609143,-2.2641139197263627,2016,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4203,CA-2016-143105,2016-12-10,2016-12-10,MA-17560,Matt Abelman,United States,New York City,New York,10024.0,OFF-PA-10002254,Xerox 1883,-0.07358377752261976,-2.2641139197263627,2016,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4204,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,OFF-AR-10001683,Lumber Crayons,-0.2896796908031363,-1.1209460682454717,2015,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",-0.35206200562578893,-1.1209460682454717,2015,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4206,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",-0.34472103227751055,-1.1209460682454717,2015,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4207,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,OFF-BI-10004001,GBC Recycled VeloBinder Covers,-0.3138889442147413,-1.1209460682454717,2015,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,FUR-FU-10000023,Eldon Wave Desk Accessories,-0.3400770687028388,-1.1209460682454717,2015,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4209,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,FUR-CH-10002320,Hon Pagoda Stacking Chairs,2.192925785120618,-1.1209460682454717,2015,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4210,CA-2015-145387,2015-10-31,2015-11-02,AM-10705,Anne McFarland,United States,Cranston,Rhode Island,2920.0,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",0.24722633297977384,-1.1209460682454717,2015,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4211,CA-2018-109715,2018-12-09,2018-12-14,AH-10585,Angele Hood,United States,Chicago,Illinois,60623.0,OFF-PA-10004965,Xerox 1921,-0.34276769502135995,0.5938057089758649,2018,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4212,CA-2015-166457,2015-05-05,2015-05-09,PF-19120,Peter Fuller,United States,Richmond,Kentucky,40475.0,OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",-0.35324294481659896,0.022221783235419408,2015,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4213,CA-2015-166457,2015-05-05,2015-05-09,PF-19120,Peter Fuller,United States,Richmond,Kentucky,40475.0,OFF-AR-10003651,Newell 350,-0.3578071152027024,0.022221783235419408,2015,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,CA-2015-166457,2015-05-05,2015-05-09,PF-19120,Peter Fuller,United States,Richmond,Kentucky,40475.0,OFF-PA-10001363,Xerox 1933,-0.32908156731813487,0.022221783235419408,2015,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4215,CA-2017-164637,2017-03-04,2017-03-08,RD-19480,Rick Duston,United States,Mishawaka,Indiana,46544.0,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",-0.16336707329960712,0.022221783235419408,2017,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,CA-2015-103590,2015-11-30,2015-12-04,JL-15505,Jeremy Lonsdale,United States,Mount Vernon,New York,10550.0,OFF-EN-10004007,Park Ridge Embossed Executive Business Envelopes,-0.2688855858622521,0.022221783235419408,2015,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4217,CA-2016-111234,2016-02-18,2016-02-22,AB-10600,Ann Blume,United States,Los Angeles,California,90004.0,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,-0.3535302002954446,0.022221783235419408,2016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4218,CA-2018-149881,2018-04-01,2018-04-03,NC-18535,Nick Crebassa,United States,San Francisco,California,94110.0,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",0.40199000979919586,-1.1209460682454717,2018,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4219,CA-2018-149881,2018-04-01,2018-04-03,NC-18535,Nick Crebassa,United States,San Francisco,California,94110.0,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,7.2918445871881605,-1.1209460682454717,2018,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
